address	price	Bedrooms	Bath	Lot Size	Property Age	Gross Taxes for 2020	Area	Sub-Area/Community	Property Type	Title	Style																	
908 E 17 Avenue	"$1,490,000"	3	4	0 ft²	Built in 2020 (0 yrs old)	$0	Vancouver East	Fraser East	Duplex	Freehold NonStrata	"3 Storey,Corner Unit"																	
Ph12 868 Kingsway Avenue	"$498,000"	2	1	Built in 1999 (21 yrs old)	"$1,170"	$302	Vancouver East	Fraser East	Apt/Condo	Freehold Strata	"1 Storey,Penthouse"																	
1081 E 40th Avenue	"$2,288,000"	6	5	33 ft x 130 ft (4305 ft²)	Built in 2018 (2 yrs old)	"$6,436"	Vancouver East	Fraser East	House	Freehold NonStrata	"2 Storey,Laneway House"																	
532 E 17th Avenue	"$1,499,000"	5	4	24 ft x 122 ft (3026 ft²)	Built in 1997 (23 yrs old)	"$5,868"	Vancouver East	Fraser East	House	Freehold NonStrata	2 Storey																	
543 E 21st Avenue	"$1,499,000"	5	2	24 ft x 122 ft (3020 ft²)	Built in 1905 (115 yrs old)	"$5,523"	Vancouver East	Fraser East	House	Freehold NonStrata	2 Storey w/Bsmt.																	
4452 Prince Albert Street	"$2,798,000"	9	6	32 ft x 120 ft (3840 ft²)	Built in 2016 (4 yrs old)	"$5,945"	Vancouver East	Fraser East	House	Freehold NonStrata	"2 Storey w/Bsmt.,Laneway House"																	
Ph8 868 Kingsway	"$449,800"	1	1	Built in 1999 (21 yrs old)	$879	$240	Vancouver East	Fraser East	Apt/Condo	Freehold Strata	Penthouse																	
503 E 19th Avenue	"$2,999,000"	4	4	33 ft x 122 ft (4026 ft²)	Built in 2011 (9 yrs old)	$0	Vancouver East	Fraser East	House	Freehold NonStrata	3 Storey																	
766 E 28th Avenue	"$1,549,000"	3	3	32 ft x 108 ft (3510 ft²)	Built in 1912 (108 yrs old)	"$5,691"	Vancouver East	Fraser East	House	Freehold NonStrata	2 Storey w/Bsmt.																	
5508 Chester Street	"$2,499,900"	5	5	34 ft x 100 ft (3500 ft²)	Built in 2019 (1 yrs old)	"$5,754"	Vancouver East	Fraser East	House	Freehold NonStrata	3 Storey																	
5247 Elgin Street	"$1,548,000"	3	2	33 ft x 100 ft (3300 ft²)	Built in 1939 (81 yrs old)	"$5,052"	Vancouver East	Fraser East	House	Freehold NonStrata	2 Storey w/Bsmt.																	
728 E 37th Avenue	"$1,550,000"	6	3	33 ft x 122 ft (4026 ft²)	Built in 1908 (112 yrs old)	"$5,660"	Vancouver East	Fraser East	House	Freehold NonStrata	3 Storey																	
6363 Chester Street	"$2,298,000"	10	7	33 ft x 122 ft (4022 ft²)	Built in 2014 (6 yrs old)	"$6,199"	Vancouver East	Fraser East	House	Freehold NonStrata	2 Storey w/Bsmt.																	
886 E King Edward Avenue	"$2,888,888"	10	8	32 ft x 9 ft (4524 ft²)	Built in 2016 (4 yrs old)	"$6,246"	Vancouver East	Fraser East	House	Freehold NonStrata	2 Storey w/Bsmt.																	
301 688 E 18th Avenue	"$799,000"	2	2	Built in 2015 (5 yrs old)	"$2,130"	$452	Vancouver East	Fraser East	Apt/Condo	Freehold Strata	1 Storey																	
203 4838 Fraser Street	"$599,900"	2	1	Built in 1995 (25 yrs old)	"$1,562"	$380	Vancouver East	Fraser East	Apt/Condo	Freehold Strata	"Inside Unit,Upper Unit"																	
408 E 17th Avenue	"$1,859,000"	6	3	27 ft x 122 ft (3396 ft²)	Built in 1948 (72 yrs old)	"$5,745"	Vancouver East	Fraser East	House	Freehold NonStrata	2 Storey																	
Ph2 868 Kingsway	"$369,000"	0	1	Built in 1999 (21 yrs old)	$792	$229	Vancouver East	Fraser East	Apt/Condo	Freehold Strata	"Inside Unit,Penthouse"																	
5696 Chester Street	"$2,388,000"	8	3	50 ft x 112 ft (5639 ft²)	Built in 1946 (74 yrs old)	"$5,504"	Vancouver East	Fraser East	House	Freehold NonStrata	2 Storey w/Bsmt.																	
316 760 Kingsway	"$469,000"	1	1	Built in 1997 (23 yrs old)	"$1,044"	$264	Vancouver East	Fraser East	Apt/Condo	Freehold Strata	Inside Unit																	
445 E 44th Avenue	"$1,488,000"	4	2	33 ft x 122 ft (4026 ft²)	Built in 1959 (61 yrs old)	"$5,056"	Vancouver East	Fraser East	House	Freehold NonStrata	2 Storey																	
4617 Fraser Street	"$1,900,000"	5	2	3008 ft²	Built in 1971 (49 yrs old)	"$5,169"	Vancouver East	Fraser East	House	Freehold NonStrata	2 Storey																	
4629 Fraser Street	"$1,900,000"	5	2	3008 ft²	Built in 1983 (37 yrs old)	"$4,887"	Vancouver East	Fraser East	House	Freehold NonStrata	2 Storey																	
786 E 45th Avenue	"$1,180,000"	2	1	30 ft x 99 ft (3020 ft²)	Built in 1930 (90 yrs old)	"$4,446"	Vancouver East	Fraser East	House	Freehold NonStrata	2 Storey																	
8191 Elliott Street	"$1,498,000"	5	3	47 ft x 123 ft (5479 ft²)	Built in 1965 (55 yrs old)	"$6,109"	Vancouver East	Fraserview East	House	Freehold NonStrata	2 Storey																	
1938 E 64th Avenue	"$1,980,000"	6	5	44 ft x 110 ft (4903 ft²)	Built in 1996 (24 yrs old)	"$6,363"	Vancouver East	Fraserview East	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2387 Bonaccord Drive	"$2,349,000"	6	4	47 ft x 179 ft (8437 ft²)	Built in 1992 (28 yrs old)	"$7,800"	Vancouver East	Fraserview East	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1522 E 54th Avenue	"$1,699,000"	5	3	40 ft x 118 ft (4720 ft²)	Built in 1970 (50 yrs old)	"$5,951"	Vancouver East	Fraserview East	House	Freehold NonStrata	Basement Entry																	
7225 Victoria Drive	"$1,799,000"	2	1	44 ft x 120 ft (5332 ft²)	Built in 1950 (70 yrs old)	"$6,322"	Vancouver East	Fraserview East	House	Freehold NonStrata	1 Storey																	
2253 Bonnyvale Avenue	"$1,648,000"	3	4	47 ft x 121 ft (0 ft²)	Built in 2020 (0 yrs old)	$0	$0	Vancouver East	Fraserview East	Duplex	Freehold Strata																	
2251 Bonnyvale Avenue	"$1,648,000"	4	4	47 ft x 121 ft (0 ft²)	Built in 2020 (0 yrs old)	$0	$0	Vancouver East	Fraserview East	Duplex	Freehold Strata																	
1842 E 64th Avenue	"$2,449,000"	9	7	50 ft x 83 ft (4177 ft²)	Built in 2017 (3 yrs old)	"$6,635"	Vancouver East	Fraserview East	House	Freehold NonStrata	"2 Storey w/Bsmt.,Laneway House"																	
7558 Gladstone Street	"$2,588,000"	6	5	47 ft x 130 ft (0 ft²)	Built in 2002 (18 yrs old)	"$7,711"	Vancouver East	Fraserview East	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1787 E 57th Avenue	"$1,650,000"	4	2	90 ft x 104 ft (6575 ft²)	Built in 1950 (70 yrs old)	"$5,191"	Vancouver East	Fraserview East	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2031 Harrison Drive	"$3,662,000"	10	9	55 ft x 123 ft (6810 ft²)	Built in 2018 (2 yrs old)	"$7,602"	Vancouver East	Fraserview East	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1421 E 62nd Avenue	"$1,749,000"	5	2	46 ft x 112 ft (5175 ft²)	Built in 1951 (69 yrs old)	"$6,047"	Vancouver East	Fraserview East	House	Freehold NonStrata	Basement Entry																	
1518 E 61st Avenue	"$1,850,000"	6	5	40 ft x 112 ft (4511 ft²)	Built in 1990 (30 yrs old)	"$5,766"	Vancouver East	Fraserview East	House	Freehold NonStrata	3 Storey																	
2375 Burquitlam Drive	"$2,388,000"	6	6	45 ft x 143 ft (6435 ft²)	Built in 2005 (15 yrs old)	"$7,865"	Vancouver East	Fraserview East	House	Freehold NonStrata	2 Storey w/Bsmt.																	
201 2288 Newport Avenue	"$638,000"	2	2	Built in 1992 (28 yrs old)	"$1,568"	$217	Vancouver East	Fraserview East	Apt/Condo	Freehold Strata	"Corner Unit,Upper Unit"																	
1538 E 57th Avenue	"$2,988,000"	8	8	49 ft x 107 ft (5344 ft²)	Built in 2017 (3 yrs old)	"$7,554"	Vancouver East	Fraserview East	House	Freehold NonStrata	"2 Storey w/Bsmt.,Laneway House"																	
1535 E 63rd Avenue	"$2,799,000"	9	8	46 ft x 117 ft (5444 ft²)	Built in 2017 (3 yrs old)	"$7,545"	Vancouver East	Fraserview East	House	Freehold NonStrata	"3 Storey,Laneway House"																	
7533 Ashburn Street	"$2,880,000"	7	7	49 ft x 132 ft (6596 ft²)	Built in 2008 (12 yrs old)	"$8,767"	Vancouver East	Fraserview East	House	Freehold NonStrata	Reverse 2 Storey w/Bsmt																	
2425 SE Marine Drive Drive	"$1,799,999"	6	2	50 ft x 115 ft (5798 ft²)	Built in 1966 (54 yrs old)	"$5,448"	Vancouver East	Fraserview East	House	Freehold NonStrata	2 Storey																	
2455 SE Marine Drive	"$1,799,999"	3	2	50 ft x 114 ft (5523 ft²)	Built in 1967 (53 yrs old)	"$4,822"	Vancouver East	Fraserview East	House	Freehold NonStrata	2 Storey																	
2485 SE Marine Drive	"$1,799,999"	4	2	50 ft x 114 ft (5708 ft²)	Built in 1967 (53 yrs old)	"$4,950"	Vancouver East	Fraserview East	House	Freehold NonStrata	2 Storey																	
1536 E 63rd Avenue	"$2,649,000"	9	10	46 ft x 120 ft (5582 ft²)	Built in 2014 (6 yrs old)	"$7,552"	Vancouver East	Fraserview East	House	Freehold NonStrata	"3 Storey,Laneway House"																	
1670 E 57th Avenue	"$1,978,000"	6	4	49 ft x 116 ft (5767 ft²)	Built in 1986 (34 yrs old)	"$6,526"	Vancouver East	Fraserview East	House	Freehold NonStrata	2 Storey																	
7437 Stirling Street	"$2,499,000"	6	4	47 ft x 120 ft (5400 ft²)	Built in 1988 (32 yrs old)	"$6,115"	Vancouver East	Fraserview East	House	Freehold NonStrata	"2 Storey w/Bsmt.,Corner Unit"																	
2342 E 6th Avenue	"$1,689,000"	4	3	33 ft x 130 ft (0 ft²)	Built in 2020 (0 yrs old)	"$5,916"	$0	Vancouver East	Grandview East	Duplex	Freehold Strata																	
317 1422 E 3rd Avenue	"$549,000"	1	1	Built in 1982 (38 yrs old)	"$1,280"	$290	Vancouver East	Grandview East	Apt/Condo	Freehold Strata	"Penthouse,Upper Unit"																	
2342 E 6th Avenue	"$1,689,000"	4	3	33 ft x 130 ft (0 ft²)	Built in 2020 (0 yrs old)	"$5,916"	$0	Vancouver East	Grandview East	Duplex	Freehold Strata																	
1675 E 14th Avenue	"$6,300,000"	13	12	6412 ft²	Built in 1911 (109 yrs old)	"$29,623"	Vancouver East	Grandview East	Multifamily	Freehold NonStrata	R2522793																	
1490 E Broadway Street	"$999,000"	3	3	Built in 2012 (8 yrs old)	"$2,712"	$598	Vancouver East	Grandview East	Townhouse	Freehold Strata	3 Storey																	
2319 Napier Street	"$1,349,000"	3	3	33 ft x 122 ft (4026 ft²)	Built in 2020 (0 yrs old)	"$4,501"	$0	Vancouver East	Grandview East	Duplex	Freehold Strata																	
1969 E 8th Avenue	"$1,577,000"	1	1	33 ft x 122 ft (4026 ft²)	Built in 1930 (90 yrs old)	"$6,028"	Vancouver East	Grandview East	House	Freehold NonStrata	3 Storey																	
1340 E 12th Avenue	"$1,699,900"	6	2	33 ft x 122 ft (4026 ft²)	Built in 1922 (98 yrs old)	"$5,832"	Vancouver East	Grandview East	House	Freehold NonStrata	3 Storey																	
203 1943 E 1st Avenue	"$975,000"	3	2	Built in 1916 (104 yrs old)	"$2,539"	$498	Vancouver East	Grandview East	Townhouse	Freehold Strata	"End Unit,Upper Unit"																	
1346 E 12th Avenue	"$1,899,900"	8	3	33 ft x 122 ft (4026 ft²)	Built in 1912 (108 yrs old)	"$5,960"	Vancouver East	Grandview East	House	Freehold NonStrata	3 Storey																	
1356 E 12th Avenue	"$1,899,900"	6	3	33 ft x 122 ft (4026 ft²)	Built in 1912 (108 yrs old)	"$4,322"	Vancouver East	Grandview East	House	Freehold NonStrata	3 Storey w/Bsmt																	
2315 E 5th Avenue	"$1,449,000"	3	3	33 ft x 122 ft (4026 ft²)	Built in 2020 (0 yrs old)	$0	Vancouver East	Grandview East	Duplex	Freehold NonStrata	3 Storey																	
2066 E 1st Avenue	"$1,398,000"	3	2	33 ft x 122 ft (4026 ft²)	Built in 1925 (95 yrs old)	"$4,937"	Vancouver East	Grandview East	House	Freehold NonStrata	2 Storey																	
1824 E 10th Avenue	"$3,999,999"	4	3	33 ft x 127 ft (4234 ft²)	Built in 1912 (108 yrs old)	"$6,234"	Vancouver East	Grandview East	House	Freehold NonStrata	2 Storey w/Bsmt.																	
3519 3521 Hull Street	"$1,649,000"	3	4	0 ft²	Built in 2021 (-1 yrs old)	$0	$0	Vancouver East	Grandview East	Duplex	Freehold Strata																	
3517 Hull Street	"$1,349,000"	3	3	0 ft²	Built in 2021 (-1 yrs old)	$0	$0	Vancouver East	Grandview East	Duplex	Freehold Strata																	
1239 Woodland Drive	"$1,699,000"	3	1	31 ft x 83 ft (2594 ft²)	Built in 1910 (110 yrs old)	"$4,909"	Vancouver East	Grandview East	House	Freehold NonStrata	2 Storey																	
2670-2680 Woodland Drive	"$3,180,000"	10	4	50 ft x 122 ft (6100 ft²)	Built in 1979 (41 yrs old)	"$10,677"	Vancouver East	Grandview East	Multifamily	Freehold NonStrata	122																	
1661 Victoria Drive	"$1,198,000"	3	4	0 ft²	Built in 2009 (11 yrs old)	"$4,221"	$0	Vancouver East	Grandview East	Duplex	Freehold Strata																	
1307 E 8th Avenue	"$1,599,000"	4	2	33 ft x 95 ft (3152 ft²)	Built in 1954 (66 yrs old)	"$5,510"	Vancouver East	Grandview East	House	Freehold NonStrata	2 Storey																	
2342 E 6th Avenue	"$1,689,000"	4	3	33 ft x 130 ft (0 ft²)	Built in 2020 (0 yrs old)	"$5,916"	$0	Vancouver East	Grandview East	Duplex	Freehold Strata																	
1308 E 13th Avenue	"$1,039,000"	4	3	0 ft²	Built in 1992 (28 yrs old)	"$4,151"	$0	Vancouver East	Grandview East	Duplex	Freehold Strata																	
2575 Lakewood Drive	"$1,359,000"	3	3	0 ft²	Built in 2019 (1 yrs old)	"$4,492"	$0	Vancouver East	Grandview East	Duplex	Freehold Strata																	
1638 E 8th Avenue	"$3,199,000"	6	4	50 ft x 122 ft (6100 ft²)	Built in 1911 (109 yrs old)	"$8,521"	Vancouver East	Grandview East	House	Freehold NonStrata	"3 Storey,4 Level Split"																	
1646 E 12th Avenue	"$1,249,000"	4	4	0 ft²	Built in 2009 (11 yrs old)	"$3,975"	Vancouver East	Grandview East	Duplex	Freehold Strata	Reverse 2 Storey w/Bsmt.																	
2250 Grant Street	"$1,299,880"	3	4	33 ft x 110 ft (3670 ft²)	Built in 2021 (-1 yrs old)	"$5,359"	$0	Vancouver East	Grandview East	Duplex	Freehold Strata																	
2252 Grant Street	"$899,880"	2	3	33 ft x 110 ft (3670 ft²)	Built in 2021 (-1 yrs old)	"$5,359"	$0	Vancouver East	Grandview East	House	Freehold Strata																	
2248 Grant Street	"$1,349,880"	3	3	33 ft x 110 ft (3670 ft²)	Built in 2021 (-1 yrs old)	"$5,359"	$0	Vancouver East	Grandview East	Duplex	Freehold Strata																	
304 1689 E 13th Avenue	"$585,000"	1	1	Built in 2011 (9 yrs old)	"$1,658"	$288	Vancouver East	Grandview East	Apt/Condo	Freehold Strata	1 Storey																	
202 1868 E 11th Avenue	"$784,000"	2	2	Built in 1990 (30 yrs old)	"$2,155"	$562	Vancouver East	Grandview East	Apt/Condo	Freehold NonStrata	1 Storey																	
2316 E 1st Avenue	"$2,300,000"	4	3	32 ft x 111 ft (3651 ft²)	Built in 1976 (44 yrs old)	"$4,897"	Vancouver East	Grandview East	House	Freehold NonStrata	2 Storey																	
2314 E 1st Avenue	"$2,320,000"	5	3	32 ft x 112 ft (3676 ft²)	Built in 1976 (44 yrs old)	"$4,932"	Vancouver East	Grandview East	House	Freehold NonStrata	2 Storey																	
2320 E 1st Avenue	"$2,300,000"	5	3	32 ft x 109 ft (3582 ft²)	Built in 1976 (44 yrs old)	"$4,805"	Vancouver East	Grandview East	House	Freehold NonStrata	2 Storey																	
208 1515 E 5th Avenue	"$548,000"	1	1	Built in 1976 (44 yrs old)	"$1,280"	$401	Vancouver East	Grandview East	Apt/Condo	Freehold Strata	"3 Storey,Inside Unit"																	
2095 E 10th Avenue	"$1,479,900"	3	4	0 ft²	Built in 2019 (1 yrs old)	"$4,801"	$0	Vancouver East	Grandview East	Duplex	Freehold Strata																	
1440 E 1 Avenue	"$1,999,900"	5	1	33 ft x 122 ft (4026 ft²)	Built in 1910 (110 yrs old)	"$5,538"	Vancouver East	Grandview East	House	Freehold NonStrata	2 Storey w/Bsmt.																	
2211 E 1st Avenue	"$2,250,000"	8	4	33 ft x 122 ft (4026 ft²)	Built in 1924 (96 yrs old)	"$5,736"	Vancouver East	Grandview East	House	Freehold NonStrata	2 Storey																	
1436 E 1 Avenue	"$1,999,900"	5	5	33 ft x 122 ft (4026 ft²)	Built in 1910 (110 yrs old)	"$4,605"	Vancouver East	Grandview East	Multifamily	Freehold NonStrata	122																	
1855 E 1st Avenue	"$1,899,000"	3	1	33 ft x 122 ft (4026 ft²)	Built in 1927 (93 yrs old)	"$5,021"	Vancouver East	Grandview East	House	Freehold NonStrata	Rancher/Bungalow w/Bsmt.																	
2055 E Broadway	"$3,000,000"	5	2	0 ft x 122 ft (4026 ft²)	Built in 1945 (75 yrs old)	"$4,590"	Vancouver East	Grandview East	House	Freehold NonStrata	2 Storey w/Bsmt.																	
1654 E Pender Street	"$1,698,000"	5	2	33 ft x 122 ft (4071 ft²)	Built in 1915 (105 yrs old)	"$5,517"	Vancouver East	Hastings	House	Freehold NonStrata	2 Storey																	
101 2272 Dundas Street	"$459,000"	1	1	Built in 1990 (30 yrs old)	"$1,005"	$279	Vancouver East	Hastings	Apt/Condo	Freehold Strata	"Corner Unit,Ground Level Unit"																	
3 25 Garden Drive	"$549,000"	2	1	Built in 1979 (41 yrs old)	"$1,120"	$330	Vancouver East	Hastings	Apt/Condo	Freehold Strata	Corner Unit																	
402 2001 Wall Street	"$779,900"	1	1	Built in 1999 (21 yrs old)	"$2,393"	$346	Vancouver East	Hastings	Apt/Condo	Freehold Strata	"1 Storey,Loft/Warehouse Conv."																	
221 2150 E Hastings Street	"$628,000"	2	2	Built in 2009 (11 yrs old)	"$1,837"	$367	Vancouver East	Hastings	Apt/Condo	Freehold Strata	1 Storey																	
1632 E Pender Street	"$1,888,000"	4	2	33 ft x 122 ft (4026 ft²)	Built in 1964 (56 yrs old)	"$5,570"	Vancouver East	Hastings	House	Freehold NonStrata	Rancher/Bungalow																	
104 2250 Oxford Street	"$437,000"	1	1	Built in 1976 (44 yrs old)	$844	$295	Vancouver East	Hastings	Apt/Condo	Freehold Strata	Ground Level Unit																	
2371 Adanac Street	"$1,399,000"	5	3	3465 ft²	Built in 1941 (79 yrs old)	"$5,699"	Vancouver East	Hastings	House	Freehold NonStrata	Split Entry																	
307 2211 Wall Street	"$549,000"	1	1	Built in 1994 (26 yrs old)	"$1,335"	$383	Vancouver East	Hastings	Apt/Condo	Freehold Strata	Upper Unit																	
107 2238 Eton Street	"$448,000"	1	1	Built in 1988 (32 yrs old)	$915	$201	Vancouver East	Hastings	Apt/Condo	Freehold Strata	"1 Storey,Ground Level Unit"																	
2023 Venables Street	"$1,569,000"	3	4	33 ft x 122 ft (4026 ft²)	Built in 2021 (-1 yrs old)	"$2,888"	$0	Vancouver East	Hastings	Duplex	Freehold Strata																	
2135 Triumph Street	"$928,000"	4	2	24 ft x 122 ft (3020 ft²)	Built in 1926 (94 yrs old)	"$4,672"	Vancouver East	Hastings	House	Freehold NonStrata	2 Storey																	
2025 Venables Street	"$1,539,000"	3	4	33 ft x 122 ft (4026 ft²)	Built in 2021 (-1 yrs old)	"$2,888"	$0	Vancouver East	Hastings	Duplex	Freehold Strata																	
424 1588 E Hastings Street	"$840,000"	2	2	Built in 2015 (5 yrs old)	"$2,466"	$444	Vancouver East	Hastings	Apt/Condo	Freehold Strata	"Corner Unit,Upper Unit"																	
303 1864 Frances Street	"$429,900"	1	1	Built in 1981 (39 yrs old)	"$1,045"	$278	Vancouver East	Hastings	Apt/Condo	Freehold Strata	Inside Unit																	
106 2215 Dundas Street	"$399,000"	1	1	Built in 1983 (37 yrs old)	"$1,026"	$313	Vancouver East	Hastings	Apt/Condo	Freehold Strata	Ground Level Unit																	
1623 E Georgia Street	"$3,999,000"	4	4	66 ft x 122 ft (8052 ft²)	"$9,908"	Vancouver East	Hastings	Multifamily	Freehold NonStrata	122	66.00 feet																	
1637 E Georgia Street	"$1,999,000"	4	2	33 ft x 122 ft (4026 ft²)	"$6,063"	Vancouver East	Hastings	Multifamily	Freehold NonStrata	122	33.00 feet																	
Th2 1882 E Georgia Street	"$1,275,000"	3	3	Built in 2020 (0 yrs old)	"$3,853"	$317	Vancouver East	Hastings	Townhouse	Freehold Strata	3 Storey																	
2396 Cambridge Street	"$999,998"	3	3	34 ft x 122 ft (0 ft²)	Built in 2002 (18 yrs old)	"$4,236"	$0	Vancouver East	Hastings	Duplex	Freehold Strata																	
216 2265 E Hastings Street	"$559,800"	2	2	Built in 2007 (13 yrs old)	"$1,363"	$406	Vancouver East	Hastings	Apt/Condo	Freehold Strata	Upper Unit																	
201 120 Garden Drive	"$575,000"	2	1	Built in 1993 (27 yrs old)	"$1,376"	$450	Vancouver East	Hastings	Apt/Condo	Freehold Strata	Corner Unit																	
414 1588 E Hastings Street	"$649,900"	1	1	Built in 2015 (5 yrs old)	"$1,788"	$507	Vancouver East	Hastings	Apt/Condo	Freehold Strata	"Penthouse,Upper Unit"																	
104 315 Renfrew Street	"$590,000"	2	1	Built in 1992 (28 yrs old)	"$1,328"	$435	Vancouver East	Hastings Sunrise	Apt/Condo	Freehold Strata	Ground Level Unit																	
310 2891 E Hastings Street	"$448,900"	1	1	Built in 2005 (15 yrs old)	"$1,132"	$324	Vancouver East	Hastings Sunrise	Apt/Condo	Freehold Strata	1 Storey																	
312 2891 E Hastings Street	"$449,000"	1	1	Built in 2005 (15 yrs old)	"$1,119"	$290	Vancouver East	Hastings Sunrise	Apt/Condo	Freehold Strata	Upper Unit																	
