address,price,bedrooms,bath,lot_size,property_age,gross_tax_for_2020,area,Sub-Area/Community,Property_Type,title,style,heating_type,Depth,frontage,,,,,,,,,,,,,,
4448 Nanaimo Street,"$1,559,000",5,3,33 ft x 113 ft (3808 ft²),Built in 1985 (35 yrs old),"$5,129",Vancouver East,Collingwood,House,Freehold NonStrata,"2 Storey,Basement Entry",113,33.70 feet,R2522111,,,,,,,,,,,,,,
5210 Hoy Street,"$1,188,000",3,3,32 ft x 115 ft (3785 ft²),Built in 2020 (0 yrs old),$0,$0,Vancouver East,Collingwood,Duplex,Freehold Strata,2 Storey,115,32.00 feet,,,,,,,,,,,,,,
5675 Rupert Street,"$3,000,000",8,4,53 ft x 110 ft (5868 ft²),Built in 1957 (63 yrs old),"$5,022",Vancouver East,Collingwood,House,Freehold NonStrata,"2 Storey,Laneway House",110.7,53.00 feet,R2521175,,,,,,,,,,,,,,
Ph3 4815 Eldorado Mews,"$1,099,000",2,2,Built in 2013 (7 yrs old),"$2,976",$633,Vancouver East,Collingwood,Apt/Condo,Freehold Strata,"1 Storey,Penthouse",R2520777,Danny Chow PREC*,Rennie & Associates Realty Ltd.,,,,,,,,,,,,,,
5031 Chambers Street,"$839,000",3,2,Built in 2019 (1 yrs old),"$2,183",$346,Vancouver East,Collingwood,Townhouse,Freehold Strata,"End Unit,Upper Unit",R2520687,Paul Marchetto,Oakwyn Realty Ltd.,,,,,,,,,,,,,,
123 4858 Slocan Street,"$868,000",3,2,Built in 2019 (1 yrs old),"$2,349",$324,Vancouver East,Collingwood,Townhouse,Freehold Strata,"1 Storey,Ground Level Unit",R2518668,Michelle Ao PREC*,Nu Stream Realty Inc.,,,,,,,,,,,,,,
203 4882 Slocan Street,"$830,000",3,2,Built in 2019 (1 yrs old),$0,$309,Vancouver East,Collingwood,Apt/Condo,Freehold Strata,1 Storey,R2518866,Karen Zhao PREC*,RE/MAX Crest Realty,,,,,,,,,,,,,,
1110 5189 Gaston Street,"$579,900",2,2,Built in 1996 (24 yrs old),"$1,460",$374,Vancouver East,Collingwood,Apt/Condo,Freehold Strata,Corner Unit,R2518858,Doris Gee,RE/MAX Crest Realty,,,,,,,,,,,,,,
506 3438 Vanness Avenue,"$499,900",1,1,Built in 1999 (21 yrs old),"$1,185",$399,Vancouver East,Collingwood,Apt/Condo,Freehold Strata,Corner Unit,R2518322,Johnny Zhao PREC*,Nu Stream Realty Inc.,,,,,,,,,,,,,,
1509 5288 Melbourne Street,"$568,800",2,1,Built in 1998 (22 yrs old),"$1,428",$322,Vancouver East,Collingwood,Apt/Condo,Freehold Strata,Corner Unit,R2518174,Tim Hill PREC*,RE/MAX All Points Realty,,,,,,,,,,,,,,
2604 5515 Boundary Road,"$599,000",1,1,Built in 2017 (3 yrs old),"$1,683",$270,Vancouver East,Collingwood,Apt/Condo,Freehold Strata,Corner Unit,R2517643,Jeff Thorpe,Century 21 In Town Realty,,,,,,,,,,,,,,
5216 Rupert Street,"$1,850,000",8,4,44 ft x 120 ft (5280 ft²),Built in 1959 (61 yrs old),"$4,801",Vancouver East,Collingwood,House,Freehold NonStrata,"2 Storey,Laneway House",120,44.00 feet,R2517075,,,,,,,,,,,,,,
2443 E 40th Avenue,"$1,720,000",5,5,7000 ft²,Built in 2020 (0 yrs old),$0,$0,Vancouver East,Collingwood,Duplex,Freehold Strata,2 Storey w/Bsmt.,R2516987,Juliana K.F. Ho,,,,,,,,,,,,,,
309 5058 Joyce Street,"$899,800",3,2,Built in 2021 (-1 yrs old),$0,$442,Vancouver East,Collingwood,Apt/Condo,Freehold Strata,"1 Storey,Corner Unit",R2511228,Kelly Siah,Multiple Realty Ltd.,,,,,,,,,,,,,,
2445 E 40th Avenue,"$1,669,000",5,4,7000 ft²,Built in 2020 (0 yrs old),$0,$0,Vancouver East,Collingwood,Duplex,Freehold Strata,2 Storey w/Bsmt.,R2516913,Juliana K.F. Ho,,,,,,,,,,,,,,
4539 Hoy Street,"$1,489,000",7,3,4645 ft²,Built in 1912 (108 yrs old),"$5,241",Vancouver East,Collingwood,House,Freehold NonStrata,2 Storey w/Bsmt.,0.00 feet,R2516140,Ken Cui PREC*,,,,,,,,,,,,,,
5655 Earles Street,"$1,339,000",5,4,0 ft x 0 ft (0 ft²),Built in 2020 (0 yrs old),$0,Vancouver East,Collingwood,Duplex,Freehold NonStrata,2 Storey w/Bsmt.,0,0.00 feet,R2516111,,,,,,,,,,,,,,
1606 3588 Crowley Drive,"$489,000",1,1,Built in 2003 (17 yrs old),"$1,413",$229,Vancouver East,Collingwood,Apt/Condo,Freehold Strata,Upper Unit,R2515853,Gary Serra PREC*,RE/MAX Crest Realty,,,,,,,,,,,,,,
5653 Earles Street,"$1,249,000",4,4,0 ft x 0 ft (0 ft²),Built in 2020 (0 yrs old),$0,Vancouver East,Collingwood,Duplex,Freehold NonStrata,2 Storey w/Bsmt.,0,0.00 feet,R2514560,,,,,,,,,,,,,,
5178 Chambers Street,"$659,000",2,2,Built in 2017 (3 yrs old),"$1,226",$327,Vancouver East,Collingwood,Apt/Condo,Freehold Strata,Ground Level Unit,R2514594,Dimitri Phillos,RE/MAX City Realty,,,,,,,,,,,,,,
1405 3438 Vanness Avenue,"$593,800",2,2,Built in 1999 (21 yrs old),"$1,659",$603,Vancouver East,Collingwood,Apt/Condo,Freehold Strata,"1 Storey,Upper Unit",R2512869,Mike Karamanian,Dexter Realty,,,,,,,,,,,,,,
5237 Clarendon Street,"$1,398,000",4,4,0 ft²,Built in 2017 (3 yrs old),"$3,341",$0,Vancouver East,Collingwood,Duplex,Freehold Strata,3 Storey,0.00 feet,R2511267,,,,,,,,,,,,,,
309 5058 Joyce Street,"$899,800",3,2,Built in 2021 (-1 yrs old),$0,$442,Vancouver East,Collingwood,Apt/Condo,Freehold Strata,"1 Storey,Corner Unit",R2511228,Kelly Siah,Multiple Realty Ltd.,,,,,,,,,,,,,,
2743 Duke Street,"$848,000",3,2,0 ft²,Built in 2020 (0 yrs old),$0,$0,Vancouver East,Collingwood,Duplex,Freehold Strata,1 Storey,R2511036,Jackson Ka Ho Ng PREC*,,,,,,,,,,,,,,
2745 Duke Street,"$959,000",3,2,0 ft²,Built in 2020 (0 yrs old),$0,$0,Vancouver East,Collingwood,Duplex,Freehold Strata,1 Storey,R2511034,Jackson Ka Ho Ng PREC*,,,,,,,,,,,,,,
5645 Rupert Street,"$1,580,000",6,2,33 ft x 125 ft (4153 ft²),Built in 1954 (66 yrs old),"$5,035",Vancouver East,Collingwood,House,Freehold NonStrata,2 Storey,125.84,33.00 feet,R2510113,,,,,,,,,,,,,,
908 3438 Vanness Avenue,"$428,000",1,1,Built in 1999 (21 yrs old),"$1,083",$350,Vancouver East,Collingwood,Apt/Condo,Freehold Strata,"Corner Unit,Upper Unit",R2504709,Amrit Sidhu,Sutton Group Seafair Realty,,,,,,,,,,,,,,
4987 Hoy Street,"$1,399,000",7,2,33 ft x 115 ft (3803 ft²),Built in 1964 (56 yrs old),"$5,195",Vancouver East,Collingwood,House,Freehold NonStrata,2 Storey,115.25,33.00 feet,R2504986,,,,,,,,,,,,,,
1408 5058 Joyce Street,"$675,000",1,1,Built in 2020 (0 yrs old),$0,$0,Vancouver East,Collingwood,Apt/Condo,Freehold Strata,Inside Unit,R2504873,Beijing Liu PREC*,RE/MAX Crest Realty,,,,,,,,,,,,,,
1409 5058 Joyce Street,"$788,000",2,1,Built in 2020 (0 yrs old),$0,$0,Vancouver East,Collingwood,Apt/Condo,Freehold Strata,Corner Unit,R2504400,Beijing Liu PREC*,RE/MAX Crest Realty,,,,,,,,,,,,,,
1206 5058 Joyce Street,"$919,000",2,2,Built in 2020 (0 yrs old),$0,$0,Vancouver East,Collingwood,Apt/Condo,Freehold Strata,Corner Unit,R2504438,Beijing Liu PREC*,RE/MAX Crest Realty,,,,,,,,,,,,,,
5649 Rupert Street,"$1,580,000",5,3,33 ft x 125 ft (4153 ft²),Built in 1956 (64 yrs old),"$5,087",Vancouver East,Collingwood,House,Freehold NonStrata,2 Storey,125.84,33.00 feet,R2502462,,,,,,,,,,,,,,
606 150 E Cordova Street,"$419,900",1,1,Built in 2016 (4 yrs old),"$1,235",$263,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,Upper Unit,R2512729,Carter Lozinski,TRG The Residential Group Realty,,,,,,,,,,,,,,
273 Columbia Street,"$1,548,800",1,2,Built in 2006 (14 yrs old),"$3,726",$633,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,"2 Storey,Live/Work Studio",R2510516,Fraser Elliott PREC*,The Firm Real Estate Services Ltd.,,,,,,,,,,,,,,
405 55 E Cordova Street,"$849,000",0,1,Built in 2006 (14 yrs old),"$2,994",$385,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,Loft/Warehouse Conv.,R2509196,Marcus Maia PREC*,Dexter Realty,,,,,,,,,,,,,,
273 Columbia Street,"$1,548,800",1,2,Built in 2006 (14 yrs old),"$3,726",$633,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,"2 Storey,Live/Work Studio",R2510516,Fraser Elliott PREC*,The Firm Real Estate Services Ltd.,,,,,,,,,,,,,,
509 27 Alexander Street,"$575,000",1,1,Built in 1997 (23 yrs old),"$1,767",$360,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,Live/Work Studio,R2505039,Aly Madhani PREC*,One Percent Realty Ltd.,,,,,,,,,,,,,,
407 55 E Cordova Street,"$1,398,000",1,2,Built in 2006 (14 yrs old),"$3,201",$525,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,"Live/Work Studio,Loft/Warehouse Conv.",R2504452,Anthony Kuschak,Sutton Group-West Coast Realty,,,,,,,,,,,,,,
305 1128 Quebec Street,"$1,149,900",3,2,Built in 1995 (25 yrs old),"$3,224",$745,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,1 Storey,R2503776,Jay McInnes PREC*,Oakwyn Realty Downtown Ltd.,,,,,,,,,,,,,,
203 189 National Avenue,"$1,198,000",2,2,Built in 2005 (15 yrs old),"$3,100",$603,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,Inside Unit,R2494733,Carmen Leal PREC*,Macdonald Realty,,,,,,,,,,,,,,
2304 1188 Quebec Street,"$1,115,000",2,2,Built in 1992 (28 yrs old),"$2,735",$486,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,Upper Unit,R2473414,Imran Ali PREC*,Sutton Group-West Coast Realty,,,,,,,,,,,,,,
1505 1128 Quebec Street,"$1,425,000",3,2,Built in 1994 (26 yrs old),"$4,172",$800,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,"Corner Unit,Upper Unit",R2524187,Paniz Pasha,Engel & Volkers Vancouver,,,,,,,,,,,,,,
B 16 E Cordova Street,"$949,000",1,1,Built in 1997 (23 yrs old),"$2,139",$592,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,"Loft/Warehouse Conv.,Penthouse",R2524034,Jesse Saniuk,Four Sails Realty Inc.,,,,,,,,,,,,,,
201 138 E Hastings Street,"$449,900",1,1,Built in 2015 (5 yrs old),"$1,340",$321,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,Inside Unit,R2523546,John Tsai PREC*,eXp Realty,,,,,,,,,,,,,,
905 168 Powell Street,"$539,900",1,1,Built in 2009 (11 yrs old),"$1,650",$497,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,"End Unit,Upper Unit",R2523444,Rick Clarke PREC*,Century 21 In Town Realty,,,,,,,,,,,,,,
A 16 E Cordova Street,"$879,000",4,1,Built in 1997 (23 yrs old),"$2,844",$788,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,"Loft/Warehouse Conv.,Penthouse",R2521619,Jesse Saniuk,Four Sails Realty Inc.,,,,,,,,,,,,,,
908 150 E Cordova Street,"$425,000",1,1,Built in 2016 (4 yrs old),"$1,281",$269,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,1 Storey,R2519943,Darryl Persello,Macdonald Realty,,,,,,,,,,,,,,
201 189 Keefer Street,"$498,000",1,1,Built in 2015 (5 yrs old),"$1,410",$316,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,Inside Unit,R2517851,Michael Lam,LeHomes Realty Premier,,,,,,,,,,,,,,
802 150 E Cordova Street,"$675,000",2,2,Built in 2016 (4 yrs old),"$1,719",$389,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,1 Storey,R2517472,Kai Huynh,eXp Realty,,,,,,,,,,,,,,
905 1159 Main Street,"$1,060,000",3,2,Built in 1992 (28 yrs old),"$2,463",$591,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,1 Storey,R2516368,Winnie Lam,Sutton Group - Vancouver First Realty,,,,,,,,,,,,,,
203 55 E Cordova Street,"$1,048,000",2,1,Built in 2006 (14 yrs old),"$2,705",$502,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,"Live/Work Studio,Loft/Warehouse Conv.",R2511925,Thierry A Gudel PREC*,Macdonald Realty,,,,,,,,,,,,,,
203 1188 Quebec Street,"$1,650,000",3,2,Built in 1992 (28 yrs old),"$3,698",$768,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,Corner Unit,R2510163,Michelle Raymond,RE/MAX Select Realty,,,,,,,,,,,,,,
607 150 E Cordova Street,"$405,000",1,1,Built in 2016 (4 yrs old),"$1,235",$263,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,Other,R2508863,Andrew Way PREC*,Coldwell Banker Prestige Realty,,,,,,,,,,,,,,
204 138 E Hastings Street,"$363,900",1,1,Built in 2015 (5 yrs old),"$1,056",$209,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,Inside Unit,R2508336,Mathew Guidi,RE/MAX Sabre Realty Group,,,,,,,,,,,,,,
2203 1188 Quebec Street,"$1,368,000",3,2,Built in 1992 (28 yrs old),"$3,628",$642,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,Upper Unit,R2506300,Dale Mounzer PREC*,Macdonald Realty,,,,,,,,,,,,,,
137 Alexander Street,"$1,199,900",2,2,Built in 1995 (25 yrs old),"$3,192",$431,Vancouver East,Downtown East,Townhouse,Freehold Strata,"5 Plus Level,Loft/Warehouse Conv.",R2505500,Krista Freeborn PREC*,RE/MAX Crest Realty,,,,,,,,,,,,,,
315 55 E Cordova Street,"$830,000",1,1,Built in 2006 (14 yrs old),"$2,009",$385,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,"Loft/Warehouse Conv.,Upper Unit",R2504974,C.K. Paik,Sutton Group - 1st West Realty,,,,,,,,,,,,,,
1801 120 Milross Avenue,"$1,099,000",2,2,Built in 2004 (16 yrs old),"$2,917",$576,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,"1 Storey,Upper Unit",R2503456,Eric Zamora PREC*,Rennie & Associates Realty Ltd.,,,,,,,,,,,,,,
703 168 Powell Street,"$488,800",1,1,Built in 2009 (11 yrs old),"$1,393",$363,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,Upper Unit,R2503331,Justin Leigh PREC*,RE/MAX Select Realty,,,,,,,,,,,,,,
302 1 E Cordova Street,"$554,900",1,1,Built in 1997 (23 yrs old),"$1,398",$333,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,2 Storey,R2502376,Susan Cameron,Coldwell Banker Westburn Rlty.,,,,,,,,,,,,,,
2303 1088 Quebec Street,"$1,186,000",2,2,Built in 1997 (23 yrs old),"$2,761",$544,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,1 Storey,R2500746,Roy Kang PREC*,Dracco Pacific Realty,,,,,,,,,,,,,,
902 189 National Avenue,"$799,000",2,1,Built in 2005 (15 yrs old),"$2,022",$468,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,"1 Storey,Corner Unit",R2497631,Leo Wilk PREC*,Engel & Volkers Vancouver,,,,,,,,,,,,,,
2104 1088 Quebec Street,"$1,548,000",2,2,Built in 1997 (23 yrs old),"$3,775",$598,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,Corner Unit,R2496848,Dale Mounzer PREC*,Macdonald Realty,,,,,,,,,,,,,,
1304 1159 Main Street,"$999,990",3,2,Built in 1992 (28 yrs old),"$3,075",$621,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,Upper Unit,R2478812,Nitin Sharma,Amex - Fraseridge Realty,,,,,,,,,,,,,,
407 1159 Main Street,"$800,000",2,2,Built in 1992 (28 yrs old),"$1,259",$513,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,Corner Unit,R2473698,Woody Chau,Royal Pacific Realty Corp.,,,,,,,,,,,,,,
1510 188 Keefer Street,"$508,000",1,1,Built in 2016 (4 yrs old),"$1,340",$280,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,1 Storey,R2467854,Alan Ma,Optim Pacific Realty,,,,,,,,,,,,,,
602 1188 Quebec Street,"$1,370,000",2,2,Built in 1992 (28 yrs old),"$2,899",$583,Vancouver East,Downtown East,Apt/Condo,Freehold Strata,Inside Unit,R2467666,Nicolas Blachette,RE/MAX Crest Realty,,,,,,,,,,,,,,
5239 Chester Street,"$1,499,000",5,1,33 ft x 110 ft (3630 ft²),Built in 1912 (108 yrs old),"$5,107",Vancouver East,Fraser East,House,Freehold NonStrata,"2 Storey,Rancher/Bungalow w/Bsmt.",110,33.00 feet,R2523441,,,,,,,,,,,,,,
4435 Fraser Street,"$1,900,000",3,2,33 ft x 113 ft (3729 ft²),Built in 1947 (73 yrs old),"$5,356",Vancouver East,Fraser East,House,Freehold NonStrata,2 Storey,113,33.00 feet,R2520912,,,,,,,,,,,,,,
448 E 45th Avenue,"$1,968,000",7,4,33 ft x 122 ft (4026 ft²),Built in 2007 (13 yrs old),"$6,231",Vancouver East,Fraser East,House,Freehold NonStrata,2 Storey,122,33.00 feet,R2517320,,,,,,,,,,,,,,
4505 Harriet Street,"$1,849,999",5,3,40 ft x 96 ft (3847 ft²),Built in 1961 (59 yrs old),"$5,753",Vancouver East,Fraser East,House,Freehold NonStrata,"2 Storey,Split Entry",96.18,40.00 feet,R2508824,,,,,,,,,,,,,,
908 E 17 Avenue,"$1,490,000",3,4,0 ft²,Built in 2020 (0 yrs old),$0,Vancouver East,Fraser East,Duplex,Freehold NonStrata,"3 Storey,Corner Unit",Heat Recovery Ventilator,R2508573,Josh Bligh,,,,,,,,,,,,,,
Ph12 868 Kingsway Avenue,"$498,000",2,1,Built in 1999 (21 yrs old),"$1,170",$302,Vancouver East,Fraser East,Apt/Condo,Freehold Strata,"1 Storey,Penthouse",R2506106,Cass Lao PREC*,Sutton Group-West Coast Realty,,,,,,,,,,,,,,
1081 E 40th Avenue,"$2,288,000",6,5,33 ft x 130 ft (4305 ft²),Built in 2018 (2 yrs old),"$6,436",Vancouver East,Fraser East,House,Freehold NonStrata,"2 Storey,Laneway House",Heat Recovery Ventilator,130,33.00 feet,,,,,,,,,,,,,,
532 E 17th Avenue,"$1,499,000",5,4,24 ft x 122 ft (3026 ft²),Built in 1997 (23 yrs old),"$5,868",Vancouver East,Fraser East,House,Freehold NonStrata,2 Storey,122,24.80 feet,R2501688,,,,,,,,,,,,,,
543 E 21st Avenue,"$1,499,000",5,2,24 ft x 122 ft (3020 ft²),Built in 1905 (115 yrs old),"$5,523",Vancouver East,Fraser East,House,Freehold NonStrata,2 Storey w/Bsmt.,122,24.75 feet,R2480571,,,,,,,,,,,,,,
4452 Prince Albert Street,"$2,798,000",9,6,32 ft x 120 ft (3840 ft²),Built in 2016 (4 yrs old),"$5,945",Vancouver East,Fraser East,House,Freehold NonStrata,"2 Storey w/Bsmt.,Laneway House",120,32.00 feet,R2456872,,,,,,,,,,,,,,
Ph8 868 Kingsway,"$449,800",1,1,Built in 1999 (21 yrs old),$879,$240,Vancouver East,Fraser East,Apt/Condo,Freehold Strata,Penthouse,R2522686,Chai Chung PREC*,eXp Realty,,,,,,,,,,,,,,
503 E 19th Avenue,"$2,999,000",4,4,33 ft x 122 ft (4026 ft²),Built in 2011 (9 yrs old),$0,Vancouver East,Fraser East,House,Freehold NonStrata,3 Storey,122,33.00 feet,R2522476,,,,,,,,,,,,,,
766 E 28th Avenue,"$1,549,000",3,3,32 ft x 108 ft (3510 ft²),Built in 1912 (108 yrs old),"$5,691",Vancouver East,Fraser East,House,Freehold NonStrata,2 Storey w/Bsmt.,108.65,32.30 feet,R2519803,,,,,,,,,,,,,,
5508 Chester Street,"$2,499,900",5,5,34 ft x 100 ft (3500 ft²),Built in 2019 (1 yrs old),"$5,754",Vancouver East,Fraser East,House,Freehold NonStrata,3 Storey,100.5,34.83 feet,R2518552,,,,,,,,,,,,,,
5247 Elgin Street,"$1,548,000",3,2,33 ft x 100 ft (3300 ft²),Built in 1939 (81 yrs old),"$5,052",Vancouver East,Fraser East,House,Freehold NonStrata,2 Storey w/Bsmt.,100,33.00 feet,R2513215,,,,,,,,,,,,,,
728 E 37th Avenue,"$1,550,000",6,3,33 ft x 122 ft (4026 ft²),Built in 1908 (112 yrs old),"$5,660",Vancouver East,Fraser East,House,Freehold NonStrata,3 Storey,122,33.00 feet,R2511296,,,,,,,,,,,,,,
6363 Chester Street,"$2,298,000",10,7,33 ft x 122 ft (4022 ft²),Built in 2014 (6 yrs old),"$6,199",Vancouver East,Fraser East,House,Freehold NonStrata,2 Storey w/Bsmt.,122,33.00 feet,R2510817,,,,,,,,,,,,,,
886 E King Edward Avenue,"$2,888,888",10,8,32 ft x 9 ft (4524 ft²),Built in 2016 (4 yrs old),"$6,246",Vancouver East,Fraser East,House,Freehold NonStrata,2 Storey w/Bsmt.,9.91,32.50 feet,R2503036,,,,,,,,,,,,,,
301 688 E 18th Avenue,"$799,000",2,2,Built in 2015 (5 yrs old),"$2,130",$452,Vancouver East,Fraser East,Apt/Condo,Freehold Strata,1 Storey,R2501712,Neha Kwatra,RE/MAX Dream Home Realty,,,,,,,,,,,,,,
203 4838 Fraser Street,"$599,900",2,1,Built in 1995 (25 yrs old),"$1,562",$380,Vancouver East,Fraser East,Apt/Condo,Freehold Strata,"Inside Unit,Upper Unit",R2500692,Mel Schroth,Team 3000 Realty Ltd.,,,,,,,,,,,,,,
408 E 17th Avenue,"$1,859,000",6,3,27 ft x 122 ft (3396 ft²),Built in 1948 (72 yrs old),"$5,745",Vancouver East,Fraser East,House,Freehold NonStrata,2 Storey,122.5,27.72 feet,R2500549,,,,,,,,,,,,,,
Ph2 868 Kingsway,"$369,000",0,1,Built in 1999 (21 yrs old),$792,$229,Vancouver East,Fraser East,Apt/Condo,Freehold Strata,"Inside Unit,Penthouse",R2495070,Eva Yuen PREC*,Keller Williams Realty VanCentral,,,,,,,,,,,,,,
5696 Chester Street,"$2,388,000",8,3,50 ft x 112 ft (5639 ft²),Built in 1946 (74 yrs old),"$5,504",Vancouver East,Fraser East,House,Freehold NonStrata,2 Storey w/Bsmt.,112.22,50.25 feet,R2484765,,,,,,,,,,,,,,
316 760 Kingsway,"$469,000",1,1,Built in 1997 (23 yrs old),"$1,044",$264,Vancouver East,Fraser East,Apt/Condo,Freehold Strata,Inside Unit,R2483396,Lambert Ma,Multiple Realty Ltd.,,,,,,,,,,,,,,
445 E 44th Avenue,"$1,488,000",4,2,33 ft x 122 ft (4026 ft²),Built in 1959 (61 yrs old),"$5,056",Vancouver East,Fraser East,House,Freehold NonStrata,2 Storey,122,33.00 feet,R2476875,,,,,,,,,,,,,,
4617 Fraser Street,"$1,900,000",5,2,3008 ft²,Built in 1971 (49 yrs old),"$5,169",Vancouver East,Fraser East,House,Freehold NonStrata,2 Storey,28.70 feet,R2425858,Shirley Dang-Kramer PREC*,,,,,,,,,,,,,,
4629 Fraser Street,"$1,900,000",5,2,3008 ft²,Built in 1983 (37 yrs old),"$4,887",Vancouver East,Fraser East,House,Freehold NonStrata,2 Storey,28.70 feet,R2425852,Shirley Dang-Kramer PREC*,,,,,,,,,,,,,,
786 E 45th Avenue,"$1,180,000",2,1,30 ft x 99 ft (3020 ft²),Built in 1930 (90 yrs old),"$4,446",Vancouver East,Fraser East,House,Freehold NonStrata,2 Storey,99,30.50 feet,R2425010,,,,,,,,,,,,,,
8191 Elliott Street,"$1,498,000",5,3,47 ft x 123 ft (5479 ft²),Built in 1965 (55 yrs old),"$6,109",Vancouver East,Fraserview East,House,Freehold NonStrata,2 Storey,123.89,47.00 feet,R2524924,,,,,,,,,,,,,,
1938 E 64th Avenue,"$1,980,000",6,5,44 ft x 110 ft (4903 ft²),Built in 1996 (24 yrs old),"$6,363",Vancouver East,Fraserview East,House,Freehold NonStrata,2 Storey w/Bsmt.,110.18,44.50 feet,R2524640,,,,,,,,,,,,,,
2387 Bonaccord Drive,"$2,349,000",6,4,47 ft x 179 ft (8437 ft²),Built in 1992 (28 yrs old),"$7,800",Vancouver East,Fraserview East,House,Freehold NonStrata,2 Storey w/Bsmt.,179.15,47.10 feet,R2510745,,,,,,,,,,,,,,
1522 E 54th Avenue,"$1,699,000",5,3,40 ft x 118 ft (4720 ft²),Built in 1970 (50 yrs old),"$5,951",Vancouver East,Fraserview East,House,Freehold NonStrata,Basement Entry,118,40.00 feet,R2524686,,,,,,,,,,,,,,
7225 Victoria Drive,"$1,799,000",2,1,44 ft x 120 ft (5332 ft²),Built in 1950 (70 yrs old),"$6,322",Vancouver East,Fraserview East,House,Freehold NonStrata,1 Storey,120,44.44 feet,R2524081,,,,,,,,,,,,,,
2253 Bonnyvale Avenue,"$1,648,000",3,4,47 ft x 121 ft (0 ft²),Built in 2020 (0 yrs old),$0,$0,Vancouver East,Fraserview East,Duplex,Freehold Strata,3 Storey,Heat Recovery Ventilator,121,,,,,,,,,,,,,,
2251 Bonnyvale Avenue,"$1,648,000",4,4,47 ft x 121 ft (0 ft²),Built in 2020 (0 yrs old),$0,$0,Vancouver East,Fraserview East,Duplex,Freehold Strata,3 Storey,Heat Recovery Ventilator,121,,,,,,,,,,,,,,
1842 E 64th Avenue,"$2,449,000",9,7,50 ft x 83 ft (4177 ft²),Built in 2017 (3 yrs old),"$6,635",Vancouver East,Fraserview East,House,Freehold NonStrata,"2 Storey w/Bsmt.,Laneway House",83.5,50.00 feet,R2521733,,,,,,,,,,,,,,
7558 Gladstone Street,"$2,588,000",6,5,47 ft x 130 ft (0 ft²),Built in 2002 (18 yrs old),"$7,711",Vancouver East,Fraserview East,House,Freehold NonStrata,2 Storey w/Bsmt.,130.5,47.38 feet,R2521555,,,,,,,,,,,,,,
1787 E 57th Avenue,"$1,650,000",4,2,90 ft x 104 ft (6575 ft²),Built in 1950 (70 yrs old),"$5,191",Vancouver East,Fraserview East,House,Freehold NonStrata,2 Storey w/Bsmt.,104.15,90.00 feet,R2519511,,,,,,,,,,,,,,
2031 Harrison Drive,"$3,662,000",10,9,55 ft x 123 ft (6810 ft²),Built in 2018 (2 yrs old),"$7,602",Vancouver East,Fraserview East,House,Freehold NonStrata,2 Storey w/Bsmt.,123.83,55.00 feet,R2518376,,,,,,,,,,,,,,
1421 E 62nd Avenue,"$1,749,000",5,2,46 ft x 112 ft (5175 ft²),Built in 1951 (69 yrs old),"$6,047",Vancouver East,Fraserview East,House,Freehold NonStrata,Basement Entry,112.5,46.00 feet,R2516951,,,,,,,,,,,,,,
1518 E 61st Avenue,"$1,850,000",6,5,40 ft x 112 ft (4511 ft²),Built in 1990 (30 yrs old),"$5,766",Vancouver East,Fraserview East,House,Freehold NonStrata,3 Storey,112.76,40.00 feet,R2516942,,,,,,,,,,,,,,
